Nombre;Categoria;Vencimiento;Stock;Precio;Código
Puré de tomate 400 g;pastas y salsas;2022-07-16;50;566;375839715372
Cabellitos de ángel 400 g;pastas y salsas;2022-07-16;50;572;255796654126
Puré de tomate Passata 700 g;pastas y salsas;2022-07-16;50;799;544041250863
Lasagna tradicional caja 400 g;pastas y salsas;2022-07-16;50;733;446073131056
Salsa de Tomate Toscana trocitos de aceituna y aceite de oliva doypack 200 g;pastas y salsas;2022-07-16;50;249;509526200368
Tallarín N°77 400 g;pastas y salsas;2022-07-16;50;306;764315086899
Caracoles bolsa 400 g;pastas y salsas;2022-07-16;50;606;175546183732
Pasta para uno caracoqueso 70 g;pastas y salsas;2022-07-16;50;346;985553104944
Salsa de Tomates Mamma Mia napolitana doypack 200 g;pastas y salsas;2022-07-16;50;226;800604852278
Rigatoni 400 g;pastas y salsas;2022-07-16;50;606;139480756275
Caracoles 400 g;pastas y salsas;2022-07-16;50;306;142913376305
Salsa de tomate Pomarola natural 213 g;pastas y salsas;2022-07-16;50;209;552489889855
Corbatas tricolor 400 g;pastas y salsas;2022-07-16;50;5376;289565323328
Salsa italiana sachet 200 g;pastas y salsas;2022-07-16;50;206;740808872001
Macaroni & cheese 296 g;pastas y salsas;2022-07-16;50;453;825334476866
Salsa de tomate Pomarola italiana 213 g;pastas y salsas;2022-07-16;50;209;467384750146
Salsa de Tomate Toscana al pesto doypack 200 g;pastas y salsas;2022-07-16;50;256;174894968900
Ravioli ricotta espinaca 400 g;pastas y salsas;2022-07-16;50;689;250788261956
Salsa de Tomates Italia doypack 200 g;pastas y salsas;2022-07-16;50;189;808256090179
Corbatitas 400 g;pastas y salsas;2022-07-16;50;306;199416770630
Mascarroni bolsa 400 g;pastas y salsas;2022-07-16;50;606;347738124363
Fusilli tricolori 400 g;pastas y salsas;2022-07-16;50;339;218765529171
Tallarín N°78 400 g;pastas y salsas;2022-07-16;50;306;231728132180
Macaroni & Cheese 206 g;pastas y salsas;2022-07-16;50;399;788740943957
Cabellitos 400 g;pastas y salsas;2022-07-16;50;306;367073677402
Salsa de Tomate Toscana arrabiata doypack 200 g;pastas y salsas;2022-07-16;50;249;827275358303
Tortellini queso bolsa 400 g;pastas y salsas;2022-07-16;50;623;716466974817
Salsa roja champiñón 680 g;pastas y salsas;2022-07-16;50;1366;307554316388
Salsa Bechamel lista 200 g;pastas y salsas;2022-07-16;50;343;179413192805
Salsa ajo 680 g;pastas y salsas;2022-07-16;50;1366;755649654886
Pasta fetuccine 500 g;pastas y salsas;2022-07-16;50;533;878603047020
Canelones 250 g;pastas y salsas;2022-07-16;50;593;784535416941
Salsa de tomate para pizza Mutti 400 g;pastas y salsas;2022-07-16;50;599;434430603374
Pasta arroz y maíz spirals Orgran 250 g;pastas y salsas;2022-07-16;50;633;163574968433
Pack 4 un. Pure tomate passata pomodoro 400 g;pastas y salsas;2022-07-16;50;1998;667337281651
Pasta penne 500 g;pastas y salsas;2022-07-16;50;533;523021676661
Pasta arroz y maíz penne Orgran 250 g;pastas y salsas;2022-07-16;50;633;297020518518
Pasta fusilli 500 g;pastas y salsas;2022-07-16;50;533;133956071543
Salsa blanca con champiñones lista 200 g;pastas y salsas;2022-07-16;50;426;622031876221
Farfalle 90 Vivo 350 g;pastas y salsas;2022-07-16;50;293;692010070142
Salsa bolognesa lista 200 g;pastas y salsas;2022-07-16;50;426;798579937406
Espirales bolsa 1 kg;pastas y salsas;2022-07-16;50;863;620164944000
Pasta capellini La Molisana 500 g;pastas y salsas;2022-07-16;50;533;919127445632
Salsa de Tomates 50% sodio 200 g;pastas y salsas;2022-07-16;50;189;234803302528
Fusilli sin gluten 400 g;pastas y salsas;2022-07-16;50;933;279190990980
Spaghetti N° 5 bolsa 1 kg;pastas y salsas;2022-07-16;50;863;973279924357
Tallarines N° 87 bolsa 1 kg;pastas y salsas;2022-07-16;50;863;737002483848
Gnocchi de papa 500 g;pastas y salsas;2022-07-16;50;853;247721037961
Pesto fresco Gourmet 190 g;pastas y salsas;2022-07-16;50;1026;984129556618
Corbatas bolsa 1 kg;pastas y salsas;2022-07-16;50;863;962688151692
Nidos de Fettuccini Trattoria 400 g;pastas y salsas;2022-07-16;50;573;469595025549
Lasaña precocida 360 g;pastas y salsas;2022-07-16;50;516;599195791503
Salsa Passata 680 g;pastas y salsas;2022-07-16;50;4839;838558879888
Arroz grado 1 largo delgado 1 kg;arroz y legumbres;2022-07-16;50;6601;521933361296
Arroz grado 1 grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;566;646662860950
Arroz grado 2 grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;1652;111882866839
Arroz grado 2 blue grano largo y delgado 1 kg;arroz y legumbres;2022-07-16;50;353;475464355992
Arroz grado 1 grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;2087;963086766230
Arroz grado 1 gran selección grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;493;594291724442
Arroz grado 2 gran selección grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;862;691985363099
Lentejas 6mm Máxima 1 kg;arroz y legumbres;2022-07-16;50;479;487442165915
Arroz grado 1 pregraneado grano largo 1 kg;arroz y legumbres;2022-07-16;50;459;580219973789
Poroto español 1 kg;arroz y legumbres;2022-07-16;50;766;190260179095
Arroz grado 1 Premium grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;526;156202259556
Arroz integral grado 1 largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;433;988611989664
Garbanzos sin piel Máxima 1 kg;arroz y legumbres;2022-07-16;50;559;223518666913
Lentejas 4 mm 1 kg;arroz y legumbres;2022-07-16;50;766;847612194978
Lentejas 6 mm 1 kg;arroz y legumbres;2022-07-16;50;833;871805300899
Quinoa 250 g;arroz y legumbres;2022-07-16;50;663;419486994599
Proteína de soya Gourmet bolsa 300 g;arroz y legumbres;2022-07-16;50;549;794794487981
Arvejas verdes partidas 1 kg;arroz y legumbres;2022-07-16;50;566;621075746991
Cuscús doypack 250 g;arroz y legumbres;2022-07-16;50;549;598423867569
Porotos tórtola 1 kg;arroz y legumbres;2022-07-16;50;1083;455613730994
Porotos blancos 1 kg;arroz y legumbres;2022-07-16;50;933;644009193650
Arroz grado 2 Premium grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;493;764016251057
Garbanzos pelados 1 kg;arroz y legumbres;2022-07-16;50;923;923414745270
Arroz pregraneado 1 kg;arroz y legumbres;2022-07-16;50;393;796350386365
Quinoa tricolor 250 g;arroz y legumbres;2022-07-16;50;663;561278931133
Lentejas 6 mm bolsa 1 kg;arroz y legumbres;2022-07-16;50;763;724633858247
Arroz pregraneado grado 1 de 1 kg;arroz y legumbres;2022-07-16;50;496;275757191368
Arroz grado 1 de 1 kg;arroz y legumbres;2022-07-16;50;496;628978708680
Arroz grado 1 grano largo ancho 2 kg;arroz y legumbres;2022-07-16;50;1053;973640241356
Porotos negros bolsa 1 kg;arroz y legumbres;2022-07-16;50;619;835506188492
Lentejas bolsa 4 mm 1 kg;arroz y legumbres;2022-07-16;50;866;944188403916
Garbanzos medianos sin piel 1 kg;arroz y legumbres;2022-07-16;50;1033;498442866894
Cous cous 250 g;arroz y legumbres;2022-07-16;50;393;243364745423
Quinoa tricolor 250 g;arroz y legumbres;2022-07-16;50;739;462730784975
Arroz grado 1 integral 1 kg;arroz y legumbres;2022-07-16;50;593;477549244630
Arvejas verdes bolsa 500 g;arroz y legumbres;2022-07-16;50;709;162438508758
Arroz integral grado 1 de 1 kg;arroz y legumbres;2022-07-16;50;496;601256202457
Lentejas bolsa 6 mm 1 kg;arroz y legumbres;2022-07-16;50;899;881603973340
Arroz especial Miraflores paella 175 g;arroz y legumbres;2022-07-16;50;256;261733503197
Arroz grado 2 grano largo y ancho 1 kg;arroz y legumbres;2022-07-16;50;566;537330381022
Arroz grado 2 grano largo y ancho graneado 1 kg;arroz y legumbres;2022-07-16;50;459;121035460831
Lentejas 5 mm bolsa 1 kg;arroz y legumbres;2022-07-16;50;823;770976633055
Porotos Blancos Martini Bolsa 500 g;arroz y legumbres;2022-07-16;50;706;243335360737
Arroz grado 1 grano largo delgado 1 kg;arroz y legumbres;2022-07-16;50;353;891734397154
Arroz grado 2 de 1 kg;arroz y legumbres;2022-07-16;50;449;475150708966
Quínoa 250 g;arroz y legumbres;2022-07-16;50;706;121823678695
Arroz Basmati grano largo y delgado 400 g;arroz y legumbres;2022-07-16;50;643;492170686697
Trigo mote 1 kg;arroz y legumbres;2022-07-16;50;823;308474736881
Porotos negros 1 kg;arroz y legumbres;2022-07-16;50;583;584734781682
Porotos hallados 1 kg;arroz y legumbres;2022-07-16;50;1073;513388810483
Garbanzos pelados 1 kg;arroz y legumbres;2022-07-16;50;933;524196638966
Lentejas 5 mm 1 kg;arroz y legumbres;2022-07-16;50;913;762209816822
Arroz Risotto Carnaroli 400 g;arroz y legumbres;2022-07-16;50;533;443188285687
Linaza Mi Tierra Bolsa 200 grs.;arroz y legumbres;2022-07-16;50;473;770184016122
Arroz risotto italiano Tucapel 1 kg;arroz y legumbres;2022-07-16;50;1066;223125762305
Arroz Paella grano corto 400 g;arroz y legumbres;2022-07-16;50;413;607123763458
Lentejas bolsa 5 mm 1 kg;arroz y legumbres;2022-07-16;50;883;102573732098
Chuchoca Martini 500 g;arroz y legumbres;2022-07-16;50;473;264136929540
Sésamo Tostado Mi Tierra Bolsa 100 g;arroz y legumbres;2022-07-16;50;523;340858114313
Arvejas verdes 1 kg;arroz y legumbres;2022-07-16;50;653;553356611849
Porotos negros bolsa 1 kg;arroz y legumbres;2022-07-16;50;796;934798889225
Cereal de arroz sabor berries Orgran 300 g;arroz y legumbres;2022-07-16;50;1166;375036727565
Semillas de girasol 125 g;arroz y legumbres;2022-07-16;50;586;224102510862
Trigo Mote Martini 500 g;arroz y legumbres;2022-07-16;50;426;928827846928
Arvejas partidas 1 kg;arroz y legumbres;2022-07-16;50;633;472449749265
Polenta Italina Martini 500 g;arroz y legumbres;2022-07-16;50;373;163376992527
Arroz grado 1 grano largo pregraneado 1 kg;arroz y legumbres;2022-07-16;50;463;361113964816
Cereal hojuelas de quinoa Orgran 350 g;arroz y legumbres;2022-07-16;50;1299;814532276500
Semillas de Amapola La Fuente Natural Bolsa 125 g;arroz y legumbres;2022-07-16;50;869;681792033047
Aceite Vegetal 900 ml;aceites sal y condimentos;2022-07-16;50;4006;472081559833
Aceite vegetal libre de colesterol 900 ml;aceites sal y condimentos;2022-07-16;50;1164;778504442141
Sal fina 1 kg;aceites sal y condimentos;2022-07-16;50;133;706929357088
Aceite de canola 1 L;aceites sal y condimentos;2022-07-16;50;1099;177296265507
Aceite maravilla 900 ml;aceites sal y condimentos;2022-07-16;50;983;190391374116
Aceite vegetal 1 L;aceites sal y condimentos;2022-07-16;50;1149;455009956133
Aceite de oliva extra virgen 500 ml;aceites sal y condimentos;2022-07-16;50;1466;826678178084
Aceite de maravilla 1 L;aceites sal y condimentos;2022-07-16;50;1309;952660914476
Aceite de Maravilla 900 ml;aceites sal y condimentos;2022-07-16;50;1176;131668865325
Ajo en polvo 15 g;aceites sal y condimentos;2022-07-16;50;113;601874854189
Aceite de oliva extra virgen 1 L;aceites sal y condimentos;2022-07-16;50;2496;622352765230
Aceite Vegetal 1 L;aceites sal y condimentos;2022-07-16;50;989;322141999409
Sal de Mar fina 1 kg;aceites sal y condimentos;2022-07-16;50;196;247591842098
Caldo Maggi sabor Gallina 88g 8 tabletas;aceites sal y condimentos;2022-07-16;50;279;772057297203
Sucedáneo de limón 500 ml;aceites sal y condimentos;2022-07-16;50;229;601403855160
Orégano entero 50 g;aceites sal y condimentos;2022-07-16;50;239;426991038777
Canela entera 15 g;aceites sal y condimentos;2022-07-16;50;323;986052890942
Caldo Maggi sabor Carne 80g 8 tabletas;aceites sal y condimentos;2022-07-16;50;279;944382890303
Caldo Maggi de Verduras 80g 8 tabletas;aceites sal y condimentos;2022-07-16;50;279;466331578689
Bicarbonato 30 g;aceites sal y condimentos;2022-07-16;50;65;556212572482
Aceite de oliva extra virgen 250 ml;aceites sal y condimentos;2022-07-16;50;876;158947537218
Caldo Maggi sabor Costilla 80g 8 tabletas;aceites sal y condimentos;2022-07-16;50;333;687073063237
Aceite de Maravilla libre de colesterol 1.5 L;aceites sal y condimentos;2022-07-16;50;1799;639473078601
Laurel en hojas 5 g;aceites sal y condimentos;2022-07-16;50;197;557749236043
Aceite de Oliva Tradizione 1 L;aceites sal y condimentos;2022-07-16;50;2883;804905480525
Ajo en polvo sobre 15 g;aceites sal y condimentos;2022-07-16;50;76;291260698961
Vinagre de vino rosado 500 ml;aceites sal y condimentos;2022-07-16;50;263;727697404242
Aliño completo 15 g;aceites sal y condimentos;2022-07-16;50;101;609336373588
Ají color 15 g;aceites sal y condimentos;2022-07-16;50;95;256049746260
Caldo Gourmet polvo sabor carne 6 unid. 48 g;aceites sal y condimentos;2022-07-16;50;199;460584997212
Aceite de Maravilla 1 L;aceites sal y condimentos;2022-07-16;50;1299;570097234270
Salsa blanca 36 g;aceites sal y condimentos;2022-07-16;50;226;777909432675
Canela entera sobre 15 g;aceites sal y condimentos;2022-07-16;50;243;140301939043
Caldo Maggi sabor Pollo de Campo 80g 8 tabletas;aceites sal y condimentos;2022-07-16;50;333;516030378342
Canela molida 15 g;aceites sal y condimentos;2022-07-16;50;191;880312054123
Comino molido 15 g;aceites sal y condimentos;2022-07-16;50;149;137744544109
Pimienta negra molida 15 g;aceites sal y condimentos;2022-07-16;50;233;216254509424
Sal fina yodada doypack 1 kg;aceites sal y condimentos;2022-07-16;50;226;397034983795
Semillas de sésamo tostado 30 g;aceites sal y condimentos;2022-07-16;50;197;333143544179
Salsa deshidratada Maggi Blanca 36g;aceites sal y condimentos;2022-07-16;50;246;201462460789
Orégano entero sobre 20 g;aceites sal y condimentos;2022-07-16;50;123;129425002870
Caldo Maggi sabor Longaniza 80g 8 tabletas;aceites sal y condimentos;2022-07-16;50;333;272277549428
Pimienta negra entera 15 g;aceites sal y condimentos;2022-07-16;50;227;191643931001
Aceite de Oliva extra virgen 500 ml;aceites sal y condimentos;2022-07-16;50;1623;587821339002
Sal de selección yodada frasco 500 g;aceites sal y condimentos;2022-07-16;50;323;324153225596
Base Maggi Jugoso al horno Pollo finas hierbas 24g;aceites sal y condimentos;2022-07-16;50;296;386100777340
Aceite de oliva extra virgen 1 L;aceites sal y condimentos;2022-07-16;50;2830;923865592191
Ají de color molido sobre 100 g;aceites sal y condimentos;2022-07-16;50;263;104319897984
Aceite de Oliva extra virgen 250 ml;aceites sal y condimentos;2022-07-16;50;1073;649150124419
Merquén 15 g;aceites sal y condimentos;2022-07-16;50;143;986568552836
Curry Powder sobre 15 g;aceites sal y condimentos;2022-07-16;50;93;281920967044
Sal gruesa de cocina 1 kg;aceites sal y condimentos;2022-07-16;50;146;257903038855
Aceite de Oliva Tradizione 500 ml;aceites sal y condimentos;2022-07-16;50;1766;120765247882
Sal de Mar entrefina 800 g;aceites sal y condimentos;2022-07-16;50;466;160154628491
Aceite de Coco 350 g;aceites sal y condimentos;2022-07-16;50;2083;279418376588
Base Maggi para Pollo Crispy 80g;aceites sal y condimentos;2022-07-16;50;239;600844751244
Sal Light Biosal Pote 850 g;aceites sal y condimentos;2022-07-16;50;1066;769102041488
Sal fina 1 kg;aceites sal y condimentos;2022-07-16;50;96;893869126032
Pimentón Paprika sobre 100 g;aceites sal y condimentos;2022-07-16;50;303;579613634962
Sucedáneo limón de pica 500 ml;aceites sal y condimentos;2022-07-16;50;359;954821955987
Canela molida sobre 15 g;aceites sal y condimentos;2022-07-16;50;126;132710347155
Salsa deshidratada Maggi Champiñón 45g;aceites sal y condimentos;2022-07-16;50;246;502080917909
Aceite de Oliva extra virgen 500 ml;aceites sal y condimentos;2022-07-16;50;1466;355569226134
Pack 3 un. Crema sin lactosa 200 ml;aceites sal y condimentos;2022-07-16;50;969;901643080087
Caldo de gallina tableta 8 un.;aceites sal y condimentos;2022-07-16;50;209;306158440851
Sal de selección yodada frasco 250 g;aceites sal y condimentos;2022-07-16;50;216;677557154194
Vinagre de vino blanco 1 L;aceites sal y condimentos;2022-07-16;50;589;175378993566
Caldo Maggi de Verduras 120g 12 tabletas;aceites sal y condimentos;2022-07-16;50;373;658037297566
Base Maggi Jugoso al horno Pollo mediterráneo 25g;aceites sal y condimentos;2022-07-16;50;296;791355609506
Jengibre Gourmet Sobre 15 grs.;aceites sal y condimentos;2022-07-16;50;106;259055104425
Bicarbonato 100 g;aceites sal y condimentos;2022-07-16;50;209;932329320874
Aceite de Oliva extra virgen 500 ml;aceites sal y condimentos;2022-07-16;50;1406;295850332588
Caldo de costilla tableta 8 un.;aceites sal y condimentos;2022-07-16;50;209;741793059246
Aceto balsámico Di Modena DOP clásico 500 ml;aceites sal y condimentos;2022-07-16;50;1299;740249596335
Caldo Maggi sabor Gallina 132g 12 tabletas;aceites sal y condimentos;2022-07-16;50;389;276773253552
Sal Light Biosal 125 g;aceites sal y condimentos;2022-07-16;50;376;299451019697
Aceite maravilla 900 ml;aceites sal y condimentos;2022-07-16;50;983;917293068723
Laurel entero sobre 5 g;aceites sal y condimentos;2022-07-16;50;139;923492250041
Pimienta Negra molida sobre 15 g;aceites sal y condimentos;2022-07-16;50;149;762034287034
Aceite de oliva extra virgen 500 ml;aceites sal y condimentos;2022-07-16;50;1566;611170677177
Orégano entero 20 g;aceites sal y condimentos;2022-07-16;50;173;982182810042
Base Maggi Hamburguesas 90g;aceites sal y condimentos;2022-07-16;50;239;647527190973
Clavos de Olor Enteros Gourmet Sobre 5 grs.;aceites sal y condimentos;2022-07-16;50;126;449810436542
Bolsa sal de mar fina 900 g;aceites sal y condimentos;2022-07-16;50;399;301580816830
Romero Gourmet Display 10 g;aceites sal y condimentos;2022-07-16;50;119;791700500928
Salsa para carne Gourmet sobre 30 g;aceites sal y condimentos;2022-07-16;50;219;137727185342
Salsa alfredo Gourmet sobre 41 g;aceites sal y condimentos;2022-07-16;50;226;377021837762
Comino molido sobre 100 g;aceites sal y condimentos;2022-07-16;50;483;541852512701
Caldo Maggi sabor Carne 120g 12 tabletas;aceites sal y condimentos;2022-07-16;50;389;120436863429
Sucedáneo de jugo de limón 500 ml;aceites sal y condimentos;2022-07-16;50;343;853469573577
Aliño completo sobre 100 g;aceites sal y condimentos;2022-07-16;50;346;361619255755
